User ID,Age,Gender,Country,Daily Social Media Time (hrs),Daily Entertainment Time (hrs),Social Media Platforms Used,Primary Platform,Daily Messaging Time (hrs),Daily Video Content Time (hrs),Daily Gaming Time (hrs),Occupation,Marital Status,Monthly Income (USD),Device Type,Internet Speed (Mbps),Subscription Platforms,Average Sleep Time (hrs),Physical Activity Time (hrs),Reading Time (hrs),Work/Study Time (hrs),Screen Time (hrs),Notifications Received Daily,Daily Music Listening Time (hrs),Preferred Content Type,Primary Social Media Goal,Preferred Entertainment Platform,Time Spent in Online Communities (hrs),Social Media Fatigue Level (scale 1-10),News Consumption Time (hrs),Ad Interaction Count,Time on Educational Platforms (hrs),Parental Status,Tech Savviness Level (scale 1-10),Preferred Device for Entertainment,Data Plan Used,Digital Well-being Awareness,Sleep Quality (scale 1-10),Social Isolation Feeling (scale 1-10),Monthly Expenditure on Entertainment (USD)
92,50,Female,Australia,5.19,9.18,2,Twitter,0.98,5.01,1.62,Retired,Married,9365.44,Tablet,63.14,5,6.2,2.55,0.71,3.09,4.9,35,4.92,Series,Education,Amazon Prime,3.74,2,1.81,39,2.95,Yes,2,Smart TV,50GB,Low,9,5,489.07
93,52,Male,USA,1.0,6.01,3,Twitter,0.54,1.19,0.73,Student,Single,2721.62,Smartphone,29.06,2,7.15,0.59,2.32,8.31,5.26,167,2.5,Movies,Networking,Netflix,1.45,4,2.83,44,2.63,No,9,PC,50GB,Low,9,3,277.55
94,42,Female,UK,5.52,2.58,5,Facebook,3.62,3.34,3.11,Unemployed,Widowed,2973.62,Tablet,27.42,5,5.05,2.44,3.86,1.53,9.5,71,0.6,Movies,News,Spotify,0.53,1,1.12,31,2.89,No,7,Smart TV,Unlimited,Moderate,6,9,186.72
95,53,Other,UK,7.02,8.18,2,YouTube,3.52,5.66,1.17,Student,Single,4979.15,Smartphone,48.83,5,8.95,1.64,0.59,6.07,7.21,66,5.21,Movies,News,Spotify,2.89,1,0.76,15,2.02,No,1,Tablet,Unlimited,High,7,2,164.38
96,38,Other,USA,7.62,2.43,3,TikTok,3.38,5.94,4.12,Unemployed,Married,4201.32,Tablet,16.79,4,5.15,2.58,2.14,4.23,4.17,97,5.72,Movies,Education,Netflix,3.33,2,0.14,2,0.81,No,2,Smart TV,Unlimited,Moderate,7,4,66.83
97,40,Female,UK,4.05,5.47,3,Facebook,2.09,4.1,1.53,Retired,Married,9340.19,PC,23.7,0,8.59,1.99,1.17,0.97,4.76,137,3.41,Short Videos,Education,YouTube,3.3,8,2.77,5,2.84,No,8,Smart TV,Unlimited,Moderate,7,5,393.76
98,35,Male,UK,1.41,4.59,2,YouTube,2.47,3.85,3.44,Unemployed,Widowed,6182.19,PC,85.53,0,7.44,0.42,3.94,2.19,8.15,151,2.56,Movies,Entertainment,YouTube,3.08,7,0.63,34,0.7,Yes,4,Tablet,Unlimited,Low,2,9,494.21
99,14,Other,Germany,2.78,9.03,1,Instagram,3.0,5.07,1.04,Professional,Single,6649.97,Smartphone,96.9,2,5.57,2.25,1.26,8.5,9.66,91,5.62,Short Videos,Entertainment,Netflix,2.4,7,0.53,34,0.08,No,8,Smart TV,10GB,Low,8,9,3.88
100,18,Female,Australia,1.7,4.37,5,Twitter,0.32,6.76,0.03,Retired,Divorced,2081.42,Smartphone,49.14,3,8.67,1.25,1.18,3.28,9.85,55,3.31,News,Networking,Netflix,2.06,3,1.69,0,2.25,Yes,7,Tablet,50GB,Low,6,7,425.46
101,14,Male,Canada,7.26,8.22,4,YouTube,3.66,0.98,1.65,Student,Divorced,8493.94,Tablet,55.26,5,4.42,0.45,2.96,5.1,2.78,39,5.09,News,Entertainment,Netflix,1.28,3,0.32,3,0.73,No,9,PC,Unlimited,High,8,8,289.09
102,46,Female,USA,6.84,4.98,3,Facebook,4.51,2.83,2.04,Professional,Widowed,4041.87,PC,46.25,0,6.74,1.96,2.56,1.28,4.35,52,3.76,Short Videos,Networking,Spotify,1.84,3,0.27,44,1.98,No,3,Smartphone,Unlimited,Low,1,4,348.71
103,29,Other,Germany,7.48,3.81,4,TikTok,4.76,6.98,1.03,Retired,Widowed,9179.97,PC,81.38,1,4.94,2.04,3.45,3.69,6.54,16,1.39,Short Videos,News,Amazon Prime,2.46,8,0.2,34,2.75,Yes,4,Tablet,Unlimited,Low,1,9,191.57
104,39,Other,USA,7.55,6.17,4,YouTube,3.7,6.62,4.17,Unemployed,Single,7560.21,PC,33.87,3,5.42,0.37,2.37,3.71,9.76,138,2.31,News,Education,Spotify,0.83,2,0.13,16,0.94,No,4,Smart TV,50GB,Low,3,7,463.75
105,60,Other,India,1.64,3.93,3,Twitter,3.3,2.49,2.36,Unemployed,Widowed,9365.76,Smartphone,61.1,1,6.94,2.79,3.65,5.08,10.76,111,1.89,Series,Networking,Netflix,2.98,6,1.24,31,0.28,No,2,PC,10GB,High,6,8,93.45
106,25,Male,Germany,2.87,3.51,3,YouTube,3.12,1.55,0.58,Student,Single,7895.82,Smartphone,22.73,4,8.33,2.77,2.67,7.0,8.83,100,3.85,Movies,News,Spotify,3.64,9,2.59,47,3.42,Yes,6,Smart TV,50GB,High,4,3,135.41
107,34,Other,India,7.45,9.72,5,TikTok,4.0,5.72,3.34,Retired,Widowed,5921.32,PC,85.38,5,6.21,1.9,0.3,6.3,8.93,34,1.39,Short Videos,Education,YouTube,2.56,5,2.6,38,4.12,No,5,Smartphone,Unlimited,High,4,3,337.14
108,52,Male,India,5.75,9.72,3,TikTok,4.45,3.83,2.18,Professional,Married,4752.93,Tablet,93.89,2,5.27,0.73,2.15,5.76,10.47,116,1.37,News,Entertainment,YouTube,3.61,4,1.39,16,4.48,Yes,1,PC,50GB,High,5,3,289.72
109,24,Other,USA,7.31,7.4,5,Facebook,1.8,5.14,3.29,Student,Divorced,3835.81,Smartphone,72.03,1,7.74,0.13,0.58,5.87,2.44,157,2.01,Short Videos,Education,Spotify,1.28,9,2.87,0,3.37,No,2,Tablet,Unlimited,Low,5,3,26.92
110,17,Female,Canada,2.37,9.31,5,Instagram,1.12,2.1,4.97,Unemployed,Widowed,8904.95,Tablet,80.21,0,8.18,0.95,3.37,2.43,5.38,20,5.73,Series,Networking,Spotify,1.33,6,0.34,41,3.3,Yes,7,Tablet,50GB,Moderate,6,2,461.26
111,28,Male,Germany,6.66,8.79,4,TikTok,0.63,2.19,3.0,Unemployed,Married,1002.74,Tablet,58.09,5,6.11,1.07,3.93,6.09,10.09,136,0.53,News,Education,Netflix,3.42,1,0.29,16,1.49,Yes,9,PC,10GB,High,5,7,217.67
112,21,Male,UK,7.68,3.83,1,Instagram,1.23,5.67,4.88,Unemployed,Divorced,2200.46,PC,39.92,2,7.84,0.94,2.31,4.59,3.07,130,3.94,Movies,Education,Netflix,1.15,6,0.16,7,4.98,No,5,Tablet,50GB,Low,8,2,57.49
113,61,Male,Germany,2.37,8.36,1,YouTube,2.67,0.71,2.18,Professional,Single,2842.36,Tablet,52.14,2,5.16,0.62,0.95,4.52,4.37,40,1.5,Movies,Entertainment,Netflix,0.38,5,1.32,7,1.98,Yes,2,Smart TV,10GB,High,5,9,197.24
114,55,Other,Australia,7.29,8.41,1,YouTube,2.43,4.9,0.74,Retired,Married,1201.71,Tablet,12.06,5,4.28,0.7,3.3,8.72,9.28,123,0.69,Short Videos,Networking,YouTube,2.45,9,2.05,8,0.06,No,4,PC,50GB,Moderate,6,9,347.36
115,45,Female,Canada,6.92,7.79,1,Instagram,4.12,2.12,4.13,Retired,Divorced,3054.8,Tablet,54.57,4,4.06,1.25,2.98,4.94,10.94,116,3.47,Short Videos,Education,Spotify,1.85,1,0.82,43,3.48,Yes,1,Smart TV,Unlimited,Low,7,6,61.42
116,58,Female,Canada,2.67,2.54,4,YouTube,2.19,1.56,4.74,Retired,Married,1795.85,PC,83.54,4,8.09,0.97,1.88,6.76,9.85,155,5.02,Movies,Entertainment,Netflix,1.6,8,0.35,40,0.46,Yes,3,Smartphone,10GB,High,9,2,19.18
117,54,Other,UK,0.56,6.55,1,Facebook,3.58,1.25,2.13,Unemployed,Married,8559.2,Smartphone,45.3,2,7.43,2.22,3.96,4.69,9.97,21,0.75,Short Videos,News,Spotify,0.22,8,0.64,19,0.74,No,4,Tablet,50GB,High,7,1,69.52
118,22,Female,UK,5.82,6.5,5,Twitter,1.46,2.61,3.92,Retired,Married,4338.69,PC,38.82,0,4.31,1.87,3.35,4.57,6.29,118,1.12,Short Videos,Networking,YouTube,2.05,8,1.49,15,2.95,Yes,2,Tablet,10GB,Low,8,7,1.13
119,59,Female,USA,3.09,8.1,3,YouTube,3.37,3.42,3.74,Professional,Married,503.34,Tablet,5.81,4,4.11,2.65,2.43,1.47,6.36,120,0.82,News,Networking,Spotify,2.09,1,2.37,41,0.42,No,6,Smart TV,50GB,Moderate,9,6,11.62
120,41,Other,Australia,1.99,4.41,4,Instagram,0.9,5.09,0.7,Student,Single,2880.24,Tablet,32.76,4,8.78,1.41,2.73,2.24,2.29,169,5.73,News,Networking,Amazon Prime,1.19,8,2.2,28,4.68,Yes,4,Tablet,10GB,High,6,4,396.16
121,54,Male,Germany,2.4,6.11,4,YouTube,3.85,4.03,3.67,Unemployed,Divorced,9515.05,Smartphone,87.57,3,8.96,2.86,3.92,8.49,6.75,10,1.84,Movies,Networking,YouTube,0.88,1,2.81,5,1.43,No,9,PC,10GB,High,4,4,66.38
122,59,Other,Germany,7.21,1.85,5,Twitter,1.29,1.56,2.13,Unemployed,Married,9701.23,PC,6.29,5,7.42,1.4,3.27,1.34,3.12,122,5.26,News,Entertainment,Netflix,0.3,7,2.49,32,0.2,Yes,4,Smartphone,Unlimited,Moderate,7,1,115.21
123,29,Male,India,5.83,1.33,3,YouTube,1.64,6.27,1.64,Retired,Divorced,2444.35,PC,73.53,0,4.77,1.84,0.61,8.14,7.8,86,2.57,Series,News,Amazon Prime,1.66,2,2.22,19,4.28,Yes,2,Smartphone,10GB,Low,6,5,4.23
124,18,Other,UK,4.63,6.18,2,Twitter,4.17,5.53,4.38,Retired,Married,1591.14,Smartphone,70.18,0,5.0,2.79,2.2,2.71,11.3,47,1.01,News,Entertainment,Amazon Prime,0.94,3,1.02,46,1.98,Yes,6,Smart TV,10GB,Low,2,5,96.84
125,24,Female,USA,6.97,3.62,1,Twitter,0.87,4.6,2.35,Student,Single,6042.71,PC,18.68,5,8.9,0.59,2.37,0.15,2.46,42,3.28,News,News,YouTube,0.19,8,1.72,6,0.56,Yes,8,Tablet,10GB,Moderate,6,2,360.93
126,35,Female,Germany,5.2,1.7,4,Facebook,2.84,1.37,3.44,Retired,Married,4880.97,Smartphone,61.98,2,5.73,0.37,3.16,4.0,7.47,45,3.27,News,News,Netflix,0.9,5,0.05,5,1.05,Yes,8,PC,Unlimited,Moderate,8,2,4.53
127,55,Male,Canada,3.49,4.35,2,TikTok,1.0,6.16,3.04,Student,Married,4862.66,PC,78.56,2,7.92,0.93,2.58,8.71,3.15,103,3.45,Movies,Education,Spotify,0.43,1,2.01,34,3.59,No,9,Smart TV,50GB,Low,9,6,284.14
128,57,Male,USA,4.34,4.61,5,TikTok,3.43,6.37,4.39,Student,Single,4116.62,Tablet,30.87,2,6.69,0.06,3.27,6.67,10.21,133,3.95,Series,News,Netflix,0.22,7,0.99,40,3.52,Yes,8,Tablet,Unlimited,High,5,9,36.28
129,13,Male,Canada,5.3,8.0,4,Instagram,4.66,3.59,0.78,Unemployed,Single,7505.38,Tablet,34.13,3,6.13,0.82,3.87,4.86,10.24,83,5.96,Movies,News,Netflix,0.58,4,1.99,9,2.7,Yes,6,Tablet,Unlimited,High,9,5,405.82
130,39,Male,Germany,3.51,8.87,1,YouTube,2.16,2.33,0.11,Unemployed,Single,9602.8,Tablet,40.9,4,7.41,0.7,0.15,3.5,11.34,171,1.04,Short Videos,News,YouTube,3.0,6,1.78,34,2.71,No,7,Smartphone,Unlimited,Moderate,7,1,304.1
131,34,Male,Germany,6.42,5.35,1,Instagram,0.24,2.41,2.28,Retired,Widowed,6302.36,PC,31.79,4,8.62,2.06,2.24,1.62,11.46,151,1.92,Short Videos,Education,Amazon Prime,0.35,5,2.42,29,2.72,No,2,Tablet,Unlimited,Low,9,4,481.5
132,24,Female,India,5.22,8.33,1,Instagram,2.21,3.89,4.41,Professional,Single,9087.83,PC,46.37,4,6.52,1.22,1.33,7.71,3.17,92,3.7,Movies,Education,YouTube,3.1,7,0.84,0,0.02,Yes,3,Smartphone,Unlimited,Moderate,4,1,48.16
133,19,Female,UK,2.02,6.29,3,YouTube,4.04,0.91,2.45,Retired,Single,1740.12,Tablet,58.42,1,5.69,2.12,0.79,9.02,9.09,136,2.01,News,Education,Spotify,0.69,5,1.26,35,1.2,Yes,7,PC,Unlimited,Moderate,4,2,431.71
134,30,Other,Canada,7.64,3.64,5,TikTok,1.81,1.83,2.11,Professional,Widowed,6910.55,PC,25.82,4,8.3,0.33,0.66,7.45,8.61,130,2.35,Movies,Entertainment,Spotify,2.31,8,2.76,15,4.07,Yes,7,Tablet,10GB,Moderate,3,2,97.02
135,62,Other,Germany,3.99,7.2,1,Twitter,0.38,6.81,1.82,Unemployed,Single,3846.0,Tablet,88.23,2,8.15,0.32,2.7,3.11,4.89,14,0.95,Short Videos,Networking,Netflix,2.69,3,2.33,41,4.17,No,2,Smartphone,10GB,Moderate,6,6,24.42
136,29,Female,Germany,5.53,3.52,2,Twitter,3.0,2.75,0.45,Student,Widowed,8052.58,Smartphone,95.95,2,6.05,0.24,1.01,5.91,5.57,173,1.53,Movies,Education,Spotify,1.82,2,2.16,36,1.48,No,7,PC,10GB,Low,7,7,356.8
137,39,Other,Australia,7.32,0.54,5,Facebook,2.99,5.17,2.87,Student,Widowed,8441.5,PC,70.98,4,4.56,0.99,3.25,3.28,9.22,155,5.92,News,Entertainment,YouTube,0.79,7,1.15,12,4.73,Yes,2,Tablet,50GB,Moderate,8,1,129.88
138,49,Female,Canada,6.91,1.5,4,Twitter,4.29,5.58,3.09,Retired,Widowed,845.48,Tablet,25.06,1,8.83,1.83,3.76,1.05,4.47,105,2.81,Short Videos,Education,YouTube,1.24,7,1.21,4,2.93,No,1,Smartphone,Unlimited,High,2,5,352.02
139,31,Female,India,3.12,5.02,3,TikTok,2.84,3.01,2.3,Unemployed,Widowed,2799.29,PC,40.97,1,5.4,1.71,0.59,2.83,11.56,35,0.54,News,Education,Spotify,1.12,1,1.53,4,3.31,Yes,3,PC,Unlimited,Low,1,1,284.35
140,63,Female,Germany,7.66,9.8,4,TikTok,3.94,2.37,3.47,Retired,Widowed,3392.69,Tablet,68.01,2,5.63,2.38,1.58,0.36,6.65,189,2.06,Short Videos,News,Netflix,1.65,4,1.27,1,4.56,No,2,Tablet,10GB,Moderate,1,9,85.96
141,63,Male,Canada,0.62,1.59,4,YouTube,1.01,5.16,3.08,Professional,Single,6743.99,Smartphone,87.15,5,7.41,2.52,1.77,1.17,2.84,167,3.04,Short Videos,Education,YouTube,3.58,2,1.32,10,0.95,Yes,9,Smartphone,50GB,Moderate,8,6,285.46
142,26,Male,USA,3.74,2.6,1,TikTok,1.04,2.17,0.44,Student,Widowed,3517.84,Tablet,12.54,0,5.99,2.13,0.33,1.06,9.4,134,1.42,Short Videos,Networking,Spotify,0.36,5,1.79,40,0.62,Yes,6,Tablet,10GB,Low,6,2,283.6
143,38,Male,Germany,3.18,2.26,4,Instagram,2.53,0.62,1.14,Unemployed,Single,8034.23,PC,64.83,0,6.16,0.21,2.25,1.08,10.02,55,2.8,Short Videos,News,YouTube,1.06,2,0.59,33,1.16,Yes,4,Smartphone,50GB,High,8,3,159.76
144,28,Female,Canada,4.63,6.23,1,Facebook,3.64,0.75,4.52,Unemployed,Widowed,9090.53,Tablet,6.44,0,5.03,0.77,3.82,4.06,10.91,183,1.48,Movies,Networking,Amazon Prime,2.82,6,0.77,1,4.58,No,8,Smartphone,Unlimited,Moderate,7,9,313.21
145,27,Other,Germany,2.09,7.51,3,TikTok,0.28,2.37,0.87,Unemployed,Divorced,3732.34,Smartphone,42.68,5,8.05,0.81,0.21,7.07,10.21,27,1.36,Series,Education,Spotify,3.24,9,0.1,29,1.67,No,7,Tablet,10GB,Moderate,8,1,214.27
146,14,Male,Australia,4.61,4.18,4,Facebook,0.61,4.97,0.37,Student,Single,6184.8,Smartphone,22.15,2,6.77,1.41,3.94,1.77,7.17,69,5.59,Short Videos,Entertainment,Amazon Prime,1.56,4,1.46,44,0.44,No,6,Smartphone,50GB,Low,4,2,159.45
147,44,Other,Germany,6.7,9.6,3,YouTube,1.11,2.57,4.47,Retired,Married,2322.31,PC,58.04,4,6.9,0.72,2.61,8.65,6.69,33,2.37,News,News,YouTube,0.34,1,0.81,37,1.8,No,7,Tablet,10GB,Low,6,8,385.4
148,39,Male,Canada,4.67,6.62,1,YouTube,4.4,1.87,0.79,Retired,Widowed,3531.59,Smartphone,74.92,5,8.37,2.38,0.43,8.96,6.5,58,2.19,News,News,YouTube,3.74,5,2.27,2,2.31,No,8,Smartphone,10GB,High,9,4,494.91
149,15,Other,India,7.66,9.66,5,YouTube,1.73,4.51,0.87,Student,Single,3570.44,Smartphone,5.46,1,5.45,2.52,1.8,6.88,9.48,161,1.09,Short Videos,Education,Spotify,2.02,6,1.62,40,1.1,No,7,Smartphone,50GB,High,3,2,289.99
150,27,Female,Germany,7.82,6.98,4,TikTok,2.77,2.76,3.48,Unemployed,Married,9518.78,Smartphone,84.33,5,7.07,0.52,0.71,0.03,8.02,120,0.56,Short Videos,News,Amazon Prime,0.98,1,1.42,37,0.87,Yes,4,Tablet,50GB,Moderate,6,1,16.61
151,60,Male,USA,7.68,0.88,5,YouTube,4.21,4.96,1.09,Retired,Divorced,8371.57,Tablet,87.71,1,6.6,2.47,0.09,3.89,11.32,39,1.13,Movies,Entertainment,YouTube,2.91,8,2.28,39,0.59,No,6,Smart TV,50GB,Moderate,9,1,45.23
152,25,Male,Canada,0.61,0.71,5,Twitter,4.53,1.43,3.74,Student,Single,588.02,Smartphone,28.79,0,5.56,2.96,3.4,7.39,11.32,94,1.04,Short Videos,Networking,Amazon Prime,0.36,6,1.97,5,2.6,Yes,4,Tablet,50GB,Moderate,8,4,470.12
153,20,Female,Canada,7.23,0.89,2,TikTok,1.52,1.67,4.73,Student,Single,7201.31,Smartphone,64.98,2,6.64,1.91,1.61,6.38,3.13,98,5.84,Movies,Education,Amazon Prime,2.07,3,2.25,5,1.69,No,6,Smartphone,10GB,Moderate,6,4,256.26
154,38,Other,UK,6.03,8.55,2,YouTube,2.98,1.43,4.54,Student,Widowed,5031.99,Smartphone,51.13,5,6.13,1.51,1.88,9.94,3.39,171,3.11,Series,Entertainment,Amazon Prime,3.64,2,2.8,24,0.55,Yes,4,PC,50GB,High,2,4,252.86
155,64,Male,Germany,2.21,5.53,5,YouTube,2.01,1.24,1.76,Retired,Married,2903.55,Tablet,43.04,1,7.82,2.91,3.0,0.8,8.8,17,1.49,Series,Education,Spotify,2.67,2,2.82,45,4.73,Yes,6,Tablet,50GB,High,5,8,290.32
156,25,Other,India,3.32,4.87,4,TikTok,3.89,1.89,2.17,Retired,Widowed,4717.5,Tablet,46.08,1,4.78,0.4,3.18,7.17,7.76,60,4.28,News,Networking,YouTube,3.74,5,2.65,25,1.14,No,6,Smartphone,Unlimited,Moderate,4,5,363.33
157,47,Other,Canada,7.99,7.72,5,YouTube,3.27,4.51,4.74,Unemployed,Married,6609.7,Smartphone,23.35,2,4.33,2.04,3.25,6.47,11.68,20,0.59,Series,Networking,Spotify,3.68,7,2.87,21,4.06,No,8,Smart TV,10GB,High,8,6,104.63
158,52,Other,India,1.35,6.41,5,YouTube,1.56,6.98,0.82,Professional,Divorced,2634.7,PC,5.16,5,5.56,2.6,1.74,7.87,2.59,182,5.59,Series,Education,Amazon Prime,1.89,3,2.71,23,2.87,No,2,Smartphone,Unlimited,High,3,6,178.77
159,25,Male,Canada,5.66,2.78,5,Facebook,0.94,5.49,1.31,Student,Married,5061.29,Smartphone,94.16,2,6.48,2.24,0.88,1.71,7.02,39,4.01,Series,Entertainment,Amazon Prime,0.63,7,0.05,20,1.46,No,7,PC,50GB,Low,6,6,364.75
160,50,Other,Australia,6.9,4.05,2,Twitter,3.43,3.77,4.51,Professional,Divorced,7696.07,Tablet,61.73,5,5.31,2.84,2.69,4.32,4.69,79,2.85,Series,Networking,YouTube,2.31,2,2.98,10,1.92,No,3,Smartphone,50GB,Low,2,7,108.99
161,32,Other,Germany,1.28,8.53,2,YouTube,3.96,5.65,1.3,Student,Widowed,9059.16,Tablet,92.15,5,8.61,2.27,3.52,2.85,4.75,71,4.47,Series,Entertainment,YouTube,2.64,5,1.19,29,0.41,Yes,1,Tablet,10GB,High,7,6,100.24
162,45,Other,Canada,6.46,4.0,1,Facebook,3.91,1.17,3.88,Retired,Divorced,3347.5,PC,34.33,4,4.17,1.3,2.84,4.89,9.58,97,2.06,Short Videos,Education,Amazon Prime,2.12,9,1.12,20,1.59,Yes,8,Smart TV,Unlimited,Moderate,2,9,60.2
163,45,Male,India,4.5,5.73,5,Instagram,0.27,4.17,3.09,Retired,Single,7319.97,Tablet,28.86,2,5.75,1.14,3.78,7.97,9.04,35,3.21,News,Entertainment,Amazon Prime,1.44,4,2.75,44,0.98,Yes,2,Smart TV,10GB,Moderate,7,1,446.12
164,40,Male,Australia,1.13,7.59,1,Twitter,4.06,4.78,2.73,Student,Married,5882.51,Tablet,34.7,3,6.26,2.31,3.3,3.0,10.99,164,3.21,Movies,Entertainment,YouTube,1.92,9,1.1,3,2.0,Yes,5,Smart TV,50GB,Low,7,8,256.63
165,17,Other,USA,1.92,1.91,5,Instagram,4.31,1.3,2.07,Retired,Single,4845.73,Smartphone,59.65,4,5.0,2.22,3.04,1.18,4.23,119,4.88,Short Videos,Networking,Amazon Prime,2.65,8,0.47,26,2.89,No,3,Tablet,10GB,High,5,7,195.68
166,56,Female,USA,2.56,2.29,1,TikTok,4.42,2.71,2.6,Student,Married,2426.52,Smartphone,53.51,2,7.69,1.32,1.81,6.65,9.89,141,5.3,News,Education,YouTube,0.3,1,0.73,29,3.35,No,9,Tablet,10GB,Moderate,2,4,429.37
167,29,Other,Germany,7.44,9.26,4,YouTube,0.87,1.83,2.62,Retired,Married,4902.53,Tablet,47.52,5,8.57,1.91,2.08,3.46,6.16,52,1.18,Series,Networking,Amazon Prime,0.79,8,0.23,13,2.0,No,4,Smart TV,10GB,Moderate,1,9,458.41
168,22,Other,Canada,7.92,7.69,1,Facebook,0.69,4.36,2.01,Retired,Single,3936.04,PC,98.96,3,8.81,0.13,1.4,1.3,7.47,151,1.5,News,Networking,YouTube,3.03,1,2.52,31,2.63,No,9,Tablet,Unlimited,Moderate,5,7,13.04
169,15,Male,Germany,2.09,6.81,2,TikTok,2.18,4.08,1.7,Unemployed,Single,6528.69,Tablet,5.52,3,7.37,0.31,0.08,4.33,7.12,88,1.4,Short Videos,Entertainment,Amazon Prime,3.63,7,1.19,5,2.88,No,2,Tablet,50GB,High,8,4,346.04
170,43,Female,Canada,0.6,8.37,3,Twitter,2.92,2.03,4.17,Student,Divorced,9418.83,Tablet,57.23,3,5.81,1.58,3.53,1.93,11.84,16,5.86,Movies,Networking,Amazon Prime,0.88,6,0.92,10,1.58,Yes,5,Smart TV,Unlimited,Low,6,2,381.62
171,48,Other,Germany,2.0,10.0,5,Facebook,2.34,3.97,2.17,Retired,Married,9215.58,Tablet,79.95,4,8.63,1.21,2.42,8.76,10.8,123,5.44,Movies,Networking,Spotify,3.75,5,2.91,2,4.84,Yes,1,Smart TV,50GB,High,5,5,333.93
172,13,Other,Germany,6.97,4.49,5,Instagram,4.2,3.34,4.85,Student,Single,8075.19,Smartphone,27.06,1,7.12,0.77,2.74,6.73,5.34,125,1.84,Series,Networking,Spotify,3.67,6,2.43,13,1.64,Yes,5,Tablet,50GB,Low,6,9,152.59
173,39,Female,Germany,7.19,3.57,2,YouTube,4.19,6.21,1.68,Professional,Married,8223.85,Tablet,25.24,1,4.25,2.05,1.47,2.29,11.11,75,4.68,Short Videos,Education,Amazon Prime,0.77,9,1.51,27,4.9,Yes,3,Smart TV,Unlimited,High,4,8,474.11
174,24,Other,USA,1.37,2.22,4,YouTube,0.71,3.78,0.84,Professional,Married,3000.11,PC,44.95,2,7.37,2.78,2.88,3.61,4.86,118,5.67,Short Videos,Networking,Spotify,3.48,9,1.51,23,3.66,No,9,Tablet,50GB,Low,7,2,186.12
175,46,Other,UK,1.04,5.35,5,Instagram,1.92,3.0,2.12,Professional,Widowed,5700.28,Smartphone,24.97,5,4.07,0.33,3.03,2.8,6.61,159,2.0,Movies,Entertainment,YouTube,1.85,5,0.39,35,1.7,Yes,2,Smart TV,Unlimited,Low,3,7,177.19
176,22,Female,UK,7.68,8.94,4,Facebook,1.52,3.37,4.69,Student,Married,6826.9,Smartphone,62.81,2,8.03,0.92,1.27,1.45,2.64,145,3.36,Series,News,YouTube,0.05,1,0.51,10,4.62,Yes,2,Smart TV,10GB,Low,6,6,298.32
177,48,Male,UK,5.68,5.26,3,Instagram,2.7,3.52,1.19,Unemployed,Divorced,9993.53,Smartphone,59.0,2,8.5,0.56,3.46,5.36,10.95,172,2.82,Series,Entertainment,Amazon Prime,3.67,9,1.18,26,4.53,Yes,7,PC,10GB,Moderate,6,3,174.32
178,33,Male,Germany,3.62,1.95,1,TikTok,3.96,1.62,2.71,Retired,Divorced,8116.8,Tablet,90.86,1,6.53,1.52,0.27,2.52,8.95,146,5.58,Movies,Entertainment,Netflix,1.86,4,1.56,33,2.01,Yes,7,Smartphone,Unlimited,High,5,5,104.68
179,61,Other,India,4.25,8.65,4,Facebook,0.21,4.17,0.33,Student,Single,913.69,Smartphone,21.11,5,4.52,0.89,2.62,2.76,5.11,184,1.98,News,Entertainment,YouTube,1.23,2,1.49,18,3.28,Yes,2,PC,10GB,Low,5,3,341.71
180,20,Female,Germany,5.49,6.49,5,TikTok,1.91,1.32,1.15,Student,Divorced,4686.12,Tablet,37.48,3,8.59,2.15,3.59,5.2,3.18,117,4.29,Series,Education,Amazon Prime,2.62,4,1.31,12,1.87,No,1,Smartphone,10GB,Low,5,3,100.03
181,30,Male,Canada,0.61,5.64,4,YouTube,2.53,4.54,3.81,Retired,Widowed,8085.6,Tablet,35.47,3,6.99,1.5,1.86,0.68,5.27,139,4.3,Movies,News,YouTube,0.65,3,1.44,3,4.95,No,2,Smart TV,Unlimited,Low,3,9,238.33
182,18,Male,Germany,0.81,7.92,4,Twitter,4.01,4.38,4.02,Retired,Married,7187.02,Smartphone,27.15,1,7.1,0.8,3.32,3.17,9.16,179,5.84,Short Videos,Networking,YouTube,1.69,3,0.94,39,3.94,Yes,1,PC,Unlimited,Low,4,5,354.1
183,61,Male,Australia,1.63,2.84,3,Instagram,3.35,5.28,4.37,Retired,Widowed,6429.86,Smartphone,41.48,4,4.79,1.25,3.07,7.68,2.85,168,1.53,News,Education,YouTube,3.1,6,0.29,42,2.78,No,7,Tablet,50GB,Moderate,5,1,202.07
184,58,Other,USA,5.29,5.82,4,Facebook,1.58,1.29,0.41,Retired,Single,6446.02,PC,14.6,0,4.62,1.45,1.28,2.69,8.12,149,3.5,Short Videos,Education,Spotify,2.88,5,2.53,14,2.79,Yes,7,PC,Unlimited,Moderate,2,7,215.43
185,26,Female,UK,2.31,7.21,1,Twitter,3.63,5.92,0.37,Unemployed,Widowed,2017.08,PC,79.45,5,5.68,1.63,3.05,6.9,2.53,48,2.4,Movies,Entertainment,Netflix,2.05,8,0.36,18,1.49,No,2,PC,10GB,High,8,6,18.87
